EFFECTIVE_DATE,TYPE,SUBTYPE,EMP_ID,FULL_NAME,FIRST_NAME,LAST_NAME,MIDDLE_NAME_INITIAL,EMAIL,FTE_TYPE,WORK_LOC_STATUS,FULL_TIME_PART_TIME,EXEMPT_BONUS_FLAG,STATUS_ACTIVE_TERMED,ACQUIRED_COMPANY_NAME,COMPENSATION_GRADE,HIRE_DATE,COMPENSATION_GRADE_GROUPING,HIRE_APPROVAL_DATE,CONTINUOUS_SERVICE_DATE,TERMINATION_DATE,TERMINATION_APPROVAL_DATE,TERMINATION_REGRET_NONREGRET,TERMINATION_VOL_INVOL,LAST_WORK_DATE,LENGTH_OF_SERVICE,TENURE_GROUPING,ECOMM_ROLLUP,MANAGER_ID,MANAGER_NAME,MGT_CHAIN_LVL_01_NM,MGT_CHAIN_LVL_02_NM,MGT_CHAIN_LVL_03_NM,MGT_CHAIN_LVL_04_NM,MGT_CHAIN_LVL_05_NM,MGT_CHAIN_LVL_06_NM,MGT_CHAIN_LVL_07_NM,MGT_CHAIN_LVL_08_NM,MGT_CHAIN_LVL_09_NM,MGT_CHAIN_LVL_10_NM,MGT_CHAIN_LVL_11_NM,MGT_CHAIN_LVL_12_NM,MGT_CHAIN_LVL_13_NM,MGT_CHAIN_LVL_14_NM,IS_MANAGER_FLAG,EMP_BUSINESS_TITLE,AE_VS_NONAE_TOTAL_COMPANY,EMP_LOCATION_STATE_COUNTRY_CITY,EMP_MARKET_SEGMENT_SALES_CSG_ONLY,EMP_COMPANY_ENTITY_ID,EMP_COMPANY_ENTITY_NAME,EMP_GEOGRAPHIC_REGION_DIVISION,EMP_CONSOLIDATED_GEO,EMP_PCC_ID,EMP_PCC_NAME,EMP_FTE_TIME_PERCENTAGE,EMP_PRIMARY_JOB_WORKSPACE,EMP_RECORD_DELETE_FLAG,JOB_CODE_ID,JOB_NAME,JOB_FAMILY,JOB_FAMILY_GROUP,ABV_HIERARCHY_LEVEL_0,ABV_HIERARCHY_LEVEL_1,ABV_HIERARCHY_LEVEL_2,ABV_HIERARCHY_LEVEL_3,COST_CENTER_ID,COST_CENTER_NAME,BUSINESS_UNIT_ID,BUSINESS_UNIT_NAME,PRODUCT_ID,PRODUCT_NAME,INDUSTRY_ID,INDUSTRY_NAME,MARKET_SEGMENT_ID,MARKET_SEGMENT_NAME,REGION_HIERARCHY,AE_FLAG,CURRENT_POSITION_EFCTV_DT,LAST_POSITION_CHNG_EFCTV_DT,POSITION_ID,POSITION_NAME,STAFFING_STATUS,PRIMARY_POSITION,POSITION_VACATED_DATE,CURRENT_POSITION_FILLED,PLANNING_ORG_ID,PLANNING_ORG_NAME,FISCAL_QUARTER_NAME,FISCAL_QUARTER_WITH_YEAR,FISCAL_YEAR,FISCAL_YEAR_NAME,FISCAL_YEAR_MONTH,FISCAL_MONTH_NAME,FISCAL_QUARTER_YEAR,FY_MONTH_YEAR,EOW_FLAG,EOM_FLAG,FISCAL_EOQ_FLAG,FISCAL_EOY_FLAG,RECORD_COUNT,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,SOURCE_CREATED_BY,SOURCE_CREATION_DATE,SOURCE_LAST_UPDATED_BY,SOURCE_LAST_UPDATE_DATE
2025-01-07,EMP,HEADCOUNT,E00067,Employee 67,First67,Last67,A,emp67@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-07,Mid,2025-01-07,2025-01-07,,,,,,67.0,0-5 Years,Ecomm,M8,Manager8,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC67,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-07,2025-01-07,POS67,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600037,SYSTEM,2026-07-01 09:13:04.600037,SYSTEM,2026-07-01 09:13:04.600037,SYSTEM,2026-07-01 09:13:04.600037
2025-01-08,EMP,HEADCOUNT,E00068,Employee 68,First68,Last68,A,emp68@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-08,Mid,2025-01-08,2025-01-08,,,,,,68.0,0-5 Years,Ecomm,M9,Manager9,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC68,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-08,2025-01-08,POS68,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600041,SYSTEM,2026-07-01 09:13:04.600041,SYSTEM,2026-07-01 09:13:04.600042,SYSTEM,2026-07-01 09:13:04.600042
2025-01-09,EMP,HEADCOUNT,E00069,Employee 69,First69,Last69,A,emp69@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-09,Mid,2025-01-09,2025-01-09,,,,,,69.0,0-5 Years,Ecomm,M10,Manager10,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC69,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-09,2025-01-09,POS69,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600046,SYSTEM,2026-07-01 09:13:04.600046,SYSTEM,2026-07-01 09:13:04.600046,SYSTEM,2026-07-01 09:13:04.600047
2025-01-10,EMP,HEADCOUNT,E00070,Employee 70,First70,Last70,A,emp70@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-10,Mid,2025-01-10,2025-01-10,,,,,,70.0,0-5 Years,Ecomm,M1,Manager1,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC70,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-10,2025-01-10,POS70,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600050,SYSTEM,2026-07-01 09:13:04.600051,SYSTEM,2026-07-01 09:13:04.600051,SYSTEM,2026-07-01 09:13:04.600051
2025-01-01,EMP,HEADCOUNT,E00071,Employee 71,First71,Last71,A,emp71@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-01,Mid,2025-01-01,2025-01-01,,,,,,71.0,0-5 Years,Ecomm,M2,Manager2,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC71,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-01,2025-01-01,POS71,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600055,SYSTEM,2026-07-01 09:13:04.600055,SYSTEM,2026-07-01 09:13:04.600056,SYSTEM,2026-07-01 09:13:04.600056
2025-01-02,EMP,HEADCOUNT,E00072,Employee 72,First72,Last72,A,emp72@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-02,Mid,2025-01-02,2025-01-02,,,,,,72.0,0-5 Years,Ecomm,M3,Manager3,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC72,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-02,2025-01-02,POS72,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600060,SYSTEM,2026-07-01 09:13:04.600060,SYSTEM,2026-07-01 09:13:04.600060,SYSTEM,2026-07-01 09:13:04.600061
2025-01-03,EMP,HEADCOUNT,E00073,Employee 73,First73,Last73,A,emp73@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-03,Mid,2025-01-03,2025-01-03,,,,,,73.0,0-5 Years,Ecomm,M4,Manager4,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC73,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-03,2025-01-03,POS73,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600065,SYSTEM,2026-07-01 09:13:04.600065,SYSTEM,2026-07-01 09:13:04.600065,SYSTEM,2026-07-01 09:13:04.600065
2025-01-04,EMP,HEADCOUNT,E00074,Employee 74,First74,Last74,A,emp74@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-04,Mid,2025-01-04,2025-01-04,,,,,,74.0,0-5 Years,Ecomm,M5,Manager5,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC74,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-04,2025-01-04,POS74,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600069,SYSTEM,2026-07-01 09:13:04.600069,SYSTEM,2026-07-01 09:13:04.600070,SYSTEM,2026-07-01 09:13:04.600070
2025-01-05,EMP,HEADCOUNT,E00075,Employee 75,First75,Last75,A,emp75@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-05,Mid,2025-01-05,2025-01-05,,,,,,75.0,0-5 Years,Ecomm,M6,Manager6,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC75,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-05,2025-01-05,POS75,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600073,SYSTEM,2026-07-01 09:13:04.600074,SYSTEM,2026-07-01 09:13:04.600074,SYSTEM,2026-07-01 09:13:04.600074
2025-01-06,EMP,HEADCOUNT,E00076,Employee 76,First76,Last76,A,emp76@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-06,Mid,2025-01-06,2025-01-06,,,,,,76.0,0-5 Years,Ecomm,M7,Manager7,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC76,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-06,2025-01-06,POS76,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600078,SYSTEM,2026-07-01 09:13:04.600079,SYSTEM,2026-07-01 09:13:04.600079,SYSTEM,2026-07-01 09:13:04.600079
2025-01-07,EMP,HEADCOUNT,E00077,Employee 77,First77,Last77,A,emp77@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-07,Mid,2025-01-07,2025-01-07,,,,,,77.0,0-5 Years,Ecomm,M8,Manager8,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC77,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-07,2025-01-07,POS77,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600083,SYSTEM,2026-07-01 09:13:04.600084,SYSTEM,2026-07-01 09:13:04.600084,SYSTEM,2026-07-01 09:13:04.600084
2025-01-08,EMP,HEADCOUNT,E00078,Employee 78,First78,Last78,A,emp78@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-08,Mid,2025-01-08,2025-01-08,,,,,,78.0,0-5 Years,Ecomm,M9,Manager9,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC78,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-08,2025-01-08,POS78,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600088,SYSTEM,2026-07-01 09:13:04.600088,SYSTEM,2026-07-01 09:13:04.600089,SYSTEM,2026-07-01 09:13:04.600089
2025-01-09,EMP,HEADCOUNT,E00079,Employee 79,First79,Last79,A,emp79@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-09,Mid,2025-01-09,2025-01-09,,,,,,79.0,0-5 Years,Ecomm,M10,Manager10,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC79,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-09,2025-01-09,POS79,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600093,SYSTEM,2026-07-01 09:13:04.600093,SYSTEM,2026-07-01 09:13:04.600094,SYSTEM,2026-07-01 09:13:04.600094
2025-01-10,EMP,HEADCOUNT,E00080,Employee 80,First80,Last80,A,emp80@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-10,Mid,2025-01-10,2025-01-10,,,,,,80.0,0-5 Years,Ecomm,M1,Manager1,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC80,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-10,2025-01-10,POS80,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600098,SYSTEM,2026-07-01 09:13:04.600098,SYSTEM,2026-07-01 09:13:04.600098,SYSTEM,2026-07-01 09:13:04.600098
2025-01-01,EMP,HEADCOUNT,E00081,Employee 81,First81,Last81,A,emp81@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-01,Mid,2025-01-01,2025-01-01,,,,,,81.0,0-5 Years,Ecomm,M2,Manager2,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC81,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-01,2025-01-01,POS81,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600102,SYSTEM,2026-07-01 09:13:04.600103,SYSTEM,2026-07-01 09:13:04.600103,SYSTEM,2026-07-01 09:13:04.600103
2025-01-02,EMP,HEADCOUNT,E00082,Employee 82,First82,Last82,A,emp82@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-02,Mid,2025-01-02,2025-01-02,,,,,,82.0,0-5 Years,Ecomm,M3,Manager3,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC82,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-02,2025-01-02,POS82,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600107,SYSTEM,2026-07-01 09:13:04.600107,SYSTEM,2026-07-01 09:13:04.600107,SYSTEM,2026-07-01 09:13:04.600108
2025-01-03,EMP,HEADCOUNT,E00083,Employee 83,First83,Last83,A,emp83@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-03,Mid,2025-01-03,2025-01-03,,,,,,83.0,0-5 Years,Ecomm,M4,Manager4,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC83,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-03,2025-01-03,POS83,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600111,SYSTEM,2026-07-01 09:13:04.600112,SYSTEM,2026-07-01 09:13:04.600112,SYSTEM,2026-07-01 09:13:04.600112
2025-01-04,EMP,HEADCOUNT,E00084,Employee 84,First84,Last84,A,emp84@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-04,Mid,2025-01-04,2025-01-04,,,,,,84.0,0-5 Years,Ecomm,M5,Manager5,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC84,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-04,2025-01-04,POS84,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600116,SYSTEM,2026-07-01 09:13:04.600117,SYSTEM,2026-07-01 09:13:04.600117,SYSTEM,2026-07-01 09:13:04.600117
2025-01-05,EMP,HEADCOUNT,E00085,Employee 85,First85,Last85,A,emp85@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-05,Mid,2025-01-05,2025-01-05,,,,,,85.0,0-5 Years,Ecomm,M6,Manager6,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC85,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-05,2025-01-05,POS85,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600121,SYSTEM,2026-07-01 09:13:04.600121,SYSTEM,2026-07-01 09:13:04.600122,SYSTEM,2026-07-01 09:13:04.600122
2025-01-06,EMP,HEADCOUNT,E00086,Employee 86,First86,Last86,A,emp86@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-06,Mid,2025-01-06,2025-01-06,,,,,,86.0,0-5 Years,Ecomm,M7,Manager7,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC86,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-06,2025-01-06,POS86,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600126,SYSTEM,2026-07-01 09:13:04.600126,SYSTEM,2026-07-01 09:13:04.600126,SYSTEM,2026-07-01 09:13:04.600127
2025-01-07,EMP,HEADCOUNT,E00087,Employee 87,First87,Last87,A,emp87@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-07,Mid,2025-01-07,2025-01-07,,,,,,87.0,0-5 Years,Ecomm,M8,Manager8,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC87,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-07,2025-01-07,POS87,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600130,SYSTEM,2026-07-01 09:13:04.600131,SYSTEM,2026-07-01 09:13:04.600131,SYSTEM,2026-07-01 09:13:04.600131
2025-01-08,EMP,HEADCOUNT,E00088,Employee 88,First88,Last88,A,emp88@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-08,Mid,2025-01-08,2025-01-08,,,,,,88.0,0-5 Years,Ecomm,M9,Manager9,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC88,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-08,2025-01-08,POS88,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600136,SYSTEM,2026-07-01 09:13:04.600136,SYSTEM,2026-07-01 09:13:04.600136,SYSTEM,2026-07-01 09:13:04.600136
2025-01-09,EMP,HEADCOUNT,E00089,Employee 89,First89,Last89,A,emp89@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-09,Mid,2025-01-09,2025-01-09,,,,,,89.0,0-5 Years,Ecomm,M10,Manager10,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC89,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-09,2025-01-09,POS89,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600140,SYSTEM,2026-07-01 09:13:04.600141,SYSTEM,2026-07-01 09:13:04.600141,SYSTEM,2026-07-01 09:13:04.600141
